ZONE,District,labour_beds_2022,labour_beds_2040
3430,AL NAHDAH,0,0
3431,AL NAHDAH,0,0
3432,AL NAHDAH,0,0
3433,AL NAHDAH,0,0
3434,AL NAHDAH,0,0
3435,AL NAHDAH,0,0
3436,AL NAHDAH,0,0
3437,AL NAHDAH,0,0
3438,AL NAHDAH,0,0
3439,AL NAHDAH,0,0
3440,AL NAHDAH,0,0
3441,AL NAHDAH,0,0
3442,AL NAHDAH,0,0
3443,AL NAHDAH,0,0
3444,AL NAHDAH,0,0
3445,AL NAHDAH,0,0
3446,AL WATHBAH,0,0
3447,AL WATHBAH,0,0
3448,AL NAHDAH,0,0
3449,AL NAHDAH,0,0
3450,AL HIDAYRIYYAT,0,0
3451,AL HIDAYRIYYAT,0,0
3452,AL HIDAYRIYYAT,0,0
3453,AL HIDAYRIYYAT,0,0
3454,AL HIDAYRIYYAT,0,0
3455,AL HIDAYRIYYAT,0,0
3456,AL HIDAYRIYYAT,0,0
3457,AL HIDAYRIYYAT,0,0
3458,AL HIDAYRIYYAT,0,0
3459,AL HIDAYRIYYAT,0,0
3460,AL HIDAYRIYYAT,0,0
3461,AL HIDAYRIYYAT,0,0
3462,AL HIDAYRIYYAT,0,0
3463,AL HIDAYRIYYAT,0,0
3464,AL HIDAYRIYYAT,0,0
3465,AL HIDAYRIYYAT,0,0
3466,AL HIDAYRIYYAT,0,0
3467,ABU DHABI INDUSTRIAL CITY,0,0
3468,ABU DHABI INDUSTRIAL CITY,0,0
3469,ABU DHABI INDUSTRIAL CITY,0,0
3470,ABU DHABI INDUSTRIAL CITY,0,0
3471,ABU DHABI INDUSTRIAL CITY,0,0
3472,ABU DHABI INDUSTRIAL CITY,0,0
3473,ABU DHABI INDUSTRIAL CITY,0,0
3474,ABU DHABI INDUSTRIAL CITY,0,0
3475,ABU DHABI INDUSTRIAL CITY,0,0
3476,ABU DHABI INDUSTRIAL CITY,0,0
3477,QIRQISHAN,0,0
3478,ABU DHABI ISLANDS,0,0
3479,AL MIHSINAH,0,0
3480,ABU AL HABL ISLAND,0,0
3481,BU NIYAYDAH,0,0
