ID,Municipality,ProjectID,Include in Summary,Project Name,Parent Project Number,MP Lvl,Developer,District,2024Precinct,Pr_Order,2014 Precinct,Stage Name,Approved,Approval Year,Total GFA,Residential Population,Residential Units,Apt,Villa,Residential GFA,Retail GFA,Office GFA,Hotel GFA,Community Facilities GFA,Industrial GFA,Other GFA,Education GFA,Health Care GFA,Other_CF,Approved Completion Year,Notes,EH,Un allocated Villa Plots,Phasing_Note,Planning Status,Delivery Status,Major,Link,Updated,TMP TAZs,TAZ_Mapping_Remarks,POP NONLAB,RES GFA,RETAIL GFA,OFFICE GFA,TMP Aligned,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,Check,2040_Assignment
202,Abu Dhabi,1007.46,Yes,Saadiyat Marina and Promenade,1007.0,Level 1,Aldar,AL SAADIYAT ISLAND,"Saadiyat, Jubail & Ramhan",14,Saadiyat Island,Concept,Yes,2022,2207516,30802,8534,7396,1138,1725014,123723,23753,64989,270038,0,0,,,,NA,,,,Not Approved / Lapsed,Future,Future,Yes,folder,,55,,71552,3171185,206044,649418,,,,,,,,,,,,,,,,,,0.8,0.8,0.8
203,Abu Dhabi,1007.27,Yes,Marina District - NYU Precinct,1007.46,Level 2,Aldar,AL SAADIYAT ISLAND,"Saadiyat, Jubail & Ramhan",14,Saadiyat Island,Detailed: MinorAmendment (6),Yes,2023,1031569,15691,5477,5435,42,674741,44995,183806,18000,110027,0,0,,,,2022,,,,Partially Delivered,Committed,Pipeline,,folder,,10,,16266,725717,48457,205806,,,,,,,,,,,,,,,,,,0.7,0.7,0.7
204,Abu Dhabi,1007.7,Yes,New York University,1007.27,Level 3,Aldar,AL SAADIYAT ISLAND,"Saadiyat, Jubail & Ramhan",14,Saadiyat Island,Detailed (5),Yes,2014,254242,2800,,,,133369,6264,0,0,114609,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,1,,3000,135793,1012,0,,1,,,,,,,,,,,,,,,,,1,1
205,Abu Dhabi,1007.42.1,Yes,Lagoons phase 1,1007.42,Level 2,Aldar,AL SAADIYAT ISLAND,"Saadiyat, Jubail & Ramhan",14,Saadiyat Island,Detailed: MinorAmendment (4),Yes,2021,184299,2033,306,0,306,170570,500,0,0,13229,0,0,,,,2025,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,1,,3757,165849,100,0,,,,,,,,,,,,,,,,,,,0,1
206,Abu Dhabi,1007.42.4,Yes,Saadiyat Lagoons,1007.42,Level 2,Aldar,AL SAADIYAT ISLAND,"Saadiyat, Jubail & Ramhan",14,Saadiyat Island,Detailed: MinorAmendment (6),Yes,2024,1879369,20359,2846,363,2483,1731568,19100,0,0,128701,0,0,,,,2028,,,,Approved but Not Delivered,Committed,Pipeline,,folder,Updated,16,,20350,1731564,19096,0,,,,,,,,,,,,,,,,,,,0,1
207,Abu Dhabi,2763.0,Yes,Hidd Al Saadiyat MP,,Level 0,SDIC- Lead,AL SAADIYAT ISLAND,"Saadiyat, Jubail & Ramhan",14,Saadiyat Island,Detailed: Minor Amendment (9),Yes,2018,599766,7832,1962,1497,465,514516,27401,0,37834,18300,0,1715,,,,2020,,,,Completed,Completed,Completed,,folder,,3,,8754,514515,21199,0,,1,,,,,,,,,,,,,,,,,1,1
208,Abu Dhabi,15090.1,Yes,Jubail Island ,15090.0,Level 1,JIIC,AL JUBAIL ISLAND,"Saadiyat, Jubail & Ramhan",14,Al Jubail Island,Detailed: MinorAmendment (11),Yes,2023,968241,9681,1738,531,1207,864083,17208,21600,3061,62279,0,0,,,,2025,,,,Approved but Not Delivered,Committed,Pipeline,,folder,Updated,20,,9726,830418,26846,34800,,,,,,,,,,,,,,,,,,,0,1
209,Abu Dhabi,15090.2,Yes,Jubail South,,Level 0,JIIC,AL JUBAIL ISLAND,"Saadiyat, Jubail & Ramhan",14,Al Jubail Island,Concept,No,NA,2407091,31029,6797,3946,2851,2132125,87748,0,19710,167508,,,,,,NA,,,,Not Approved / Lapsed,Future,Future,Yes,folder,,2,,4942,414193,0,0,,,,,,,,,,,,,,,,,,0.25,0.25,0.25
210,Abu Dhabi,5251.0,Yes,Ramhan Island development,,Level 0,Eagle Hills,RAMHAN ISLAND,"Saadiyat, Jubail & Ramhan",14,Ramhan Island,Detailed: MinorAmendment (1),Yes,2024,834563,13301,2699,1325,1374,727074,19221,1000,48933,38195,0,140,,,,2026,Identify Phase 1 updates on Overall?,,,Approved but Not Delivered,Committed,Pipeline,,folder,Updated,38,,0,0,0,0,,,,,,,,,,,,,,,,,,,0,1
211,Abu Dhabi,5251.1,No,Ramhan Island development Phase 1,5251.0,Level 1,Eagle Hills,RAMHAN ISLAND,,,,Detailed: MinorAmendment (3),Yes,2023,180783,2079,356,0,356,146593,3152,0,0,31038,0,0,,,,2025,,,,Approved but Not Delivered,Committed,Pipeline,,folder,Updated,0,,0,0,0,0,NA,,,,,,,,,,,,,,,,,,0,NA
212,Abu Dhabi,5251.2,No,Ramhan Island development Phase 2,5251.0,Level 1,Eagle Hills,RAMHAN ISLAND,,,,Detailed: MinorAmendment (2),Yes,2023,111960,1425,234,0,234,111960,0,0,0,0,0,0,,,,2025,,,,Approved but Not Delivered,Committed,Pipeline,,folder,Updated,0,,0,0,0,0,NA,,,,,,,,,,,,,,,,,,0,NA
213,Abu Dhabi,1443.0,Yes,Nurai,,Level 0,Zaya,NOURAI ISLAND,Northern Islands,15,Nourai Island,Detailed: MinorAmendment,Yes,2018,59312,,40,0,40,59312,0,0,0,0,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,1,,0,0,0,0,,1,,,,,,,,,,,,,,,,,1,1
214,Abu Dhabi,Ras Al Sader_142,Yes,Ras Al Sader 142 plots,,Level 0,AD Government,AL SHELAYLAH ISLAND,Northern Islands,15,Al Rahba,Pre-Concept,No,NA,TBD,994,142,TBD,142,TBD,TBD,TBD,TBD,TBD,TBD,TBD,,,,TBD,Future project - Pre-concept planning estimated #s,Yes,142,Not Approved / Lapsed,Future,Future,EH,folder,,0,,0,0,0,0,,,,1,,,,,,,,,,,,,,,1,1
215,Abu Dhabi,17407.0,Yes,Wahat Yas,,Level 0,Wahat Al Zaweya,AL BAHYAH,Mainland North,16,Airport District,Detailed,Yes,2023,850000,17259,4263,3252,1011,742875,52672,0,0,54453,0,0,,,,2040,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,2,,11753,338970,22644,120989,,,,,,,,,,,,,,,,,,0.6,0.6,0.6
216,Abu Dhabi,1416.0,Yes,Yas Canal,,Level 0,ICT,AL BAHYAH,Mainland North,16,Airport District,Pre-Concept,No,NA,,8595,1146,,1146,,,,,,,,,,,NA,Land Ownership TBD,Yes,1146,Not Approved / Lapsed,Future,Future,EH,folder,,1,,465,116006,111972,541,,,,,,,,1,,,,,,,,,,,1,1
217,Abu Dhabi,18339.0,Yes,Yas Hills,,Level 0,NA,AL BAHYAH,Mainland North,16,Airport District,Pre-Concept,No,NA,500000,4500,600,0,600,425000,,,,,,,,,,NA,National Housing?,Yes,TBC,Not Approved / Lapsed,Future,Future,EH,folder,,3,,4271,208071,9410,50490,,,,,,,,,,,,,1,,,,,,1,1
218,Abu Dhabi,1035.0,Yes,Al Reef Villas,,Level 0,Manazel,AL REEF,Mainland North,16,Airport District,Detailed,Yes,2008,880763,15933,4194,1818,2376,830503,20080,2250,0,27930,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,5,,7917,920258,149,663,,1,,,,,,,,,,,,,,,,,1,1
219,Abu Dhabi,1137.0,Yes,Bawabbat City (Hydra City),,Level 0,Hydra Properties,AL REEF,Mainland North,16,Airport District,Concept,Yes,2009,2465072,30700,8758,,,1622389,120048,100000,215295,198755,179085,29500,,,,NA,No Time extension Awarded yet,,,Approved but Not Delivered,Planned,Pipeline,,folder,,2,,4836,417305,41124,0,,,,,,,,,,,,,,,,,,0.5,0.5,0.5
220,Abu Dhabi,2874.0,No,ATIC- Global Foundries,,Level 0,Global Foundries,AL FALAH,Mainland North,16,Airport District,Concept,Expired,2011,1347054,0,0,0,0,0,0,0,0,0,1347054,0,,,,NA,No Time extension Awarded yet,,,Not Approved / Lapsed,Future,Future,Yes,folder,,2,,110,6388,60,0,NA,,,,,,,,,,,,,,,,,,0,NA
221,Abu Dhabi,2874.1,No,ATIC- GF Phase 1 Detailed MP,2874.0,Level 1,Global Foundries,AL FALAH,Mainland North,16,Airport District,Detailed,Yes,2012,259461,0,0,0,0,0,0,0,0,0,259461,0,,,,NA,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,0,,0,0,0,0,NA,,,,,,,,,,,,,,,,,,0,NA
222,Abu Dhabi,1116.1,Yes,Al Falah Community - Villages 1-5,1116.0,Level 1,Aldar,AL FALAH,Mainland North,16,Al Falah,Detailed,Yes,2009,1807704.164,36240,4832,0,4832,1783137,16567.16418,0,0,8000,0,0,,,,Completed,Emirati Housing MP,Yes,0,Completed,Completed,Completed,,folder,,10,,49267,2815549,58140,0,,1,,,,,,,,,,,,,,,,,1,1
223,Abu Dhabi,1116.5,Yes,Al Falah - Town Centre,1116.0,Level 1,Aldar,AL FALAH,Mainland North,16,Al Falah,Detailed,Yes,2012,881057,9202,1339,343,996,769357,57000,0,0,54700,0,0,,,,Completed,National Housing?,Yes,31,Completed,Completed,Completed,,folder,,10,,5585,465537,432484,5139,,1,,,,,,,,,,,,,,,,,1,1
224,Abu Dhabi,6034.0,Yes,Al Falah Free Zone,,Level 0,ADAC,AL FALAH,Mainland North,16,Al Falah,Detailed (4),,2020,1183717,0,0,0,0,0,423683,160571,0,10883,588580,0,,,,NA,,,,Approved but Not Delivered,Committed,Pipeline,,folder,Updated,11,,0,0,374089,155640,,,,,,,,,,,,,,,,,,1,1,1
225,Abu Dhabi,6034.1,No,"Al Falah Free Zone, Phase 1",6034.0,Level 1,ADAC,AL FALAH,Mainland North,16,Al Falah,Detailed: MinorAmendment,Yes,2023,515195,0,0,0,0,0,972,0,0,9830,504393,0,,,,2027,Phase 1 Updated as a New MP,,,Approved but Not Delivered,Committed,Pipeline,,folder,,0,,0,0,0,0,NA,,,,,,,,,,,,,,,,,,0,NA
226,Abu Dhabi,32379.0,Yes,Al Falah Sector 5,,Level 0,AD Government\Aldar,AL FALAH,Mainland North,16,Al Falah,Detailed,Yes,NA,,,,,,,,,,,,,,,,NA,National Housing?,Yes,0,Approved but Not Delivered,Committed,Pipeline,,folder,,1,,143,28045,0,140276,,,,,1,,,,,,,,,,,,,,1,1
227,Abu Dhabi,ABU MREIKHAH_2,Yes,ABU MREIKHAH_2,,Level 0,AD Government,ABU MREIKHAH,Mainland North,16,Al Rahba,Pre-Concept,No,NA,,,,,,,,,,,,,,,,NA,National Housing,Yes,TBC,Not Approved / Lapsed,Future,Future,EH,folder,,2,,1186,78935,154,0,,,,,,,,,,,,,1,,,,,,1,1
228,Abu Dhabi,1235.0,Yes,Hydra Village,,Level 0,Hydra Properties,RAWDAT AL REEF,Mainland North,16,Al Shahama,Detailed (5),Yes,2017,493899,10480,2874,371,2503,436150,21826,0,0,35923,0,0,,,,2020,,,,Partially Delivered,Committed,Pipeline,,folder,,2,,14994,722750,2900,0,,,,,,,,,,,,,1,,,,,,1,1
229,Abu Dhabi,12698.0,Yes,Al Reef in Rawdat Al Reef,,Level 0,Mismak Properties,RAWDAT AL REEF,Mainland North,16,Al Shahama,Detailed (3),Yes,2022,1438191,27820,432,111,321,1260847,47439,0,20700,109205,0,0,,,,2040,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,29,,27926,1260844,47437,0,,,,,,,,,,,,,,,,,,1,1,1
230,Abu Dhabi,11220.0,Yes,Deerfields Town Square Residential,,Level 0,Mubarak and Brothers Investments LLC,AL BAHYAH,Mainland North,16,Al Shahama,Detailed: TimeExtension,Yes,2023,43006,642,260,260,,36864,6142,0,0,0,0,0,,,,NA,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,1,,488,83564,80382,0,,,,,,,,,,,,,1,,,,,,1,1
231,Abu Dhabi,1169.0,Yes,Deerfield Town Square (Al Bahya AD),,Level 0,Mubarak and Brothers Investments LLC,AL BAHYAH,Mainland North,16,Al Shahama,Detailed,Yes,2009,123931,NA,NA,0,0,0,123931,0,0,0,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,0,,0,0,0,0,,1,,,,,,,,,,,,,,,,,1,1
232,Abu Dhabi,21257.0,Yes,Hindu Temple,,Level 0,BAPS,ABU MREIKHAH,Mainland North,16,Al Rahba,Detailed: MinorAmendment (1),Yes,2023,46395,70,28,28,0,3305,2310,7100,0,33679,0,0,,,,2030,,,,Approved but Not Delivered,Committed,Pipeline,,folder,Updated,0,,0,0,0,0,Shared,1,,,,,,,,,,,,,,,,,1,1
233,Abu Dhabi,36016.0,Yes,Al Sader Project National Housing,,Level 0,AD Government / Aldar,AL SADER,Mainland North,16,Al Rahba,Pre-Concept,Yes,NA,3353191,22658,4128,2291,1837,2695089,331015,171417,0,155670,0,0,,,,NA,National Housing,Yes,627,Approved but Not Delivered,Committed,Pipeline,,folder,,7,,6661,942556,63931,70555,,,,1,,,,,,,,,,,,,,,1,1
234,Abu Dhabi,Al Sader Ph2,Yes,Al Sader Project National Housing - Ph2,,Level 0,AD Government / Aldar,AL SADER,Mainland North,16,Al Rahba,Pre-Concept,No,NA,,8737.5,1165,,1165,,,,,,,,,,,NA,National Housing,Yes,1165,Not Approved / Lapsed,Future,Future,EH,folder,,9,,20981,1813669,312527,22958,No,,,1,,,,,,,,,,,,,,,1,1
235,Abu Dhabi,18649.0,Yes,Al Sheleila,,Level 0,AD Government,AL SADER,Mainland North,16,Al Rahba,Detailed,TBD,NA,1257632,7722,1047,191,856,1186834,6200,0,0,60398,4200,0,,,,NA,"Predominantly National Housing, 72 TH included within Apartments",Yes,856,Not Approved / Lapsed,Future,Future,EH,folder,,13,,6899,1073234,5499,0,Yes,,,,,,,,,,,,1,,,,,,1,1
236,Abu Dhabi,Al Bahia North,Yes,Al Bahia North,,Level 0,AD Government / Aldar,AL BAHYAH,Mainland North,16,Al Rahba,Pre-Concept,No,NA,TBD,4200,600,TBD,600,TBD,TBD,TBD,TBD,TBD,TBD,TBD,,,,TBD,Future project - Pre-concept planning estimated #s,Yes,600,Not Approved / Lapsed,Future,Future,EH,folder,,1,,2,127,0,0,,,,,,,,1,,,,,,,,,,,1,1
237,Abu Dhabi,33416.0,Yes,Ba Al Ghailam,,Level 0,AD Government / Aldar,AL BAHYAH,Mainland North,16,Al Reef,Detailed (1),Yes,2023,1423049,19593,3985,1772,2213,1268743,32192,2208,0,118856,0,1050,,,,2025,National Housing,Yes,1743,Approved but Not Delivered,Committed,Pipeline,,folder,,11,,19589,1267543,26700,2300,,,1,,,,,,,,,,,,,,,,1,1
238,Abu Dhabi,33436.0,Yes,Yas Gate,,Level 0,Private,AL BAHYAH,Mainland North,16,Al Reef,Concept,Yes,2023,113356,1050,140,0,140,110050,834,616,0,1856,0,0,,,,2026,,,,Approved but Not Delivered,Planned,Pipeline,,folder,Updated,1,,196,11409,0,0,,,,,,1,,,,,,,,,,,,,1,1
239,Abu Dhabi,Al Hanyourah,Yes,Al Hanyourah,,Level 0,NA,AL HANYOURAH,Mainland North,16,New Port City,Pre-Concept,No,NA,,,,,,,,,,,,,,,,NA,,,,Not Approved / Lapsed,Future,Future,Yes,folder,,0,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0
240,Abu Dhabi,5000.0,Yes,KIZAD MP,,Level 0,Abu Dhabi Ports,AL MA`MOURAH,Kizad,17,New Port City,Detailed: Minor Amendment (6),Yes,2018,12108742,0,0,0,0,0,21063,203849,24500,65297,11794033,0,,,,NA,,,,Partially Delivered,Committed,Pipeline,,folder,,44,,112,5303,0,219,,,,,,,,,,,,,,,,,,0.7,0.7,1
241,Abu Dhabi,5000.34,Yes,KIZAD Area B,,Level 0,Abu Dhabi Ports,KHALIFA INDUSTRIAL,Kizad,17,New Port City,Detailed: MinorAmendment,Yes,2023,60804264,209564,31140,31140,0,2816546,754374,5929267,12000,331244,50960833,0,,,,2050,Group Quarters (Units),,,Approved but Not Delivered,Committed,Pipeline,,folder,,52,,50736,2276497,2229018,2240134,,,,,,,,,,,,,,,,,,0.35,0.35,1
242,Abu Dhabi,12805.0,Yes,Al Samha Emirati Housing,,Level 0,AD Government,AL SAMHAH,Kizad,17,New Port City,Detailed,Yes,2016,162525,2050,265,0,265,161650,0,0,0,875,0,0,,,,Completed,Emirati Housing MP,Yes,0,Completed,Completed,Completed,,folder,,1,,1070,21986,14,0,,1,,,,,,,,,,,,,,,,,1,1
243,Abu Dhabi,35581.0,Yes,Al Samha 242 Villas,,Level 0,AD Government / Q Properties,AL SAMHAH,Kizad,17,New Port City,Detailed,Yes,2023,126157,1839,242,0,242,122210,1929,0,0,2018,0,0,,,,2025,National Housing,Yes,242,Approved but Not Delivered,Committed,Pipeline,,folder,,1,,39,96,0,0,,,1,,,,,,,,,,,,,,,,1,1
244,Abu Dhabi,Samha New Housing - Ph 1,Yes,Samha New Housing - Ph 1,,Level 0,AD Government,MUWAYLIH,Kizad,17,New Port City,Pre-Concept,No,NA,,,,,,,,,,,,,,,,NA,National Housing,Yes,,Not Approved / Lapsed,Future,Future,EH,folder,,2,,0,0,107379,171807,,,,,,,,,,,,,1,,,,,,1,1
245,Abu Dhabi,Samha New Housing - Ph 2,Yes,Samha New Housing - Ph 2,,Level 0,AD Government,KHALIFA INDUSTRIAL,Kizad,17,New Port City,Pre-Concept,No,NA,,,,,,,,,,,,,,,,NA,National Housing,Yes,,Not Approved / Lapsed,Future,Future,EH,folder,,3,,35,952,40,0,,,,,,,,,,,,,,,,,,1,1,1
246,Abu Dhabi,Samha New Housing - Ph 3,Yes,Samha New Housing - Ph 3,,Level 0,AD Government,KHALIFA INDUSTRIAL,Kizad,17,New Port City,Pre-Concept,No,NA,,,,,,,,,,,,,,,,NA,National Housing,Yes,,Not Approved / Lapsed,Future,Future,EH,folder,,17,,0,0,861295,1372318,,,,,,,,,,,,,,,,,,0.6,0.6,0.6
247,Abu Dhabi,21592.0,Yes,Merzab Community Development,,Level 0,Manazel,AL SAMHAH,Kizad,17,New Port City,Detailed (2),Yes,2021,83138,1614,739,739,0,74559,7201,0,0,1378,0,0,,,,2024,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,0,,0,0,0,0,,,,,,,,,,,,,1,,,,,,1,1
248,Abu Dhabi,6003.0,Yes,Manazel Al Reef,,Level 0,Manazel,AL SAMHAH,Kizad,17,New Port City,Detailed (2),Yes,2014,141750,4091,860,0,860,120400,3000,700,0,17650,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,1,,3382,434880,4400,0,,1,,,,,,,,,,,,,,,,,1,1
249,Abu Dhabi,1086.1,Yes,Al Ghadeer Phase 1,1086.0,Level 1,Aldar,AL LAYYAN,Ghantoot,18,Ghantoot,Detailed (2),Yes,2010,255361,5518,2132,1460,672,229304,3810,0,0,22247,0,0,,,,Completed,,,,Completed,Completed,Completed,,folder,,4,,1475,113552,98,0,,1,,,,,,,,,,,,,,,,,1,1
250,Abu Dhabi,1086.3,Yes,Al Ghadeer Phases 2-4,1086.0,Level 1,Aldar,AL LAYYAN,Ghantoot,18,Ghantoot,Detailed: MinorAmendment (2),Yes,2018,1559895,43554,14671,12186,2485,1302879.94,40350,27700,25153,156970,0,6841,,,,2030,,,,Partially Delivered,Committed,Pipeline,,folder,,12,,11,815,0,0,,,,,,,,,,,,,,,,,,0.6,0.6,0.6
251,Abu Dhabi,14135.0,Yes,Seih Al Sedeirah,,Level 0,Aldar,AL LAYYAN,Ghantoot,18,Ghantoot,Enquiry,No,NA,3114000,1200,240,,240,1344000,20000,,30000,950000,750000,20000,50000,,900000,NA,,,,Not Approved / Lapsed,Future,Future,Yes,folder,,0,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0
252,Abu Dhabi,1104.0,Yes,Ghantoot Green City,,Level 0,ICT,GHADEER AL TAYR,Ghantoot,18,Ghantoot,Concept,Expired,2009,,,,,,,,,,,,,,,,NA,No Time extension Awarded yet,,,Not Approved / Lapsed,Future,Future,Yes,folder,,1,,0,0,0,1403,,,,,,,,,,,,,,,,,,0,0,0
253,Abu Dhabi,1104.x,No,Ghantoot Green City - Phase 1,,Level 1,ICT,GHADEER AL TAYR,Ghantoot,18,Ghantoot,Concept,Expired,2009,,,,,,,,,,,,,,,,NA,,,,Not Approved / Lapsed,Future,Future,No,folder,,0,,0,0,0,0,NA,,,,,,,,,,,,,,,,,,0,NA
254,Abu Dhabi,10234.0,Yes,Ghantoot Master Plan - Theme Park,,Level 0,ICT,AL LAYYAN,Ghantoot,18,Ghantoot,Pre-Concept,No,2015,,,,,,,,,,,,,,,,NA,,,,Not Approved / Lapsed,Future,Future,Yes,folder,,0,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0
255,Abu Dhabi,15690.0,Yes,Ghantoot Hotel & Resort,,Level 0,Manazel,GHANTOUT,Ghantoot,18,Ghantoot,Detailed (2),Yes,2019,296531,5542,912,,912,247379,4365,2900,17290,24597,0,0,,,,2023,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,1,,278,85977,2090,18861,,,,,,,,,,,,,,,,,,,0,1
256,Abu Dhabi,17158.1,No,Qasr Al Jurf Amended CMP,,Level 0,IMKAN,GHADEER AL TAYR,Ghantoot,18,Ghantoot,Concept (1),Yes,NA,476384,5804,906,0,539,412576,5150,0,45280,13378.11,0,0,,,,NA,,,,Approved but Not Delivered,Planned,Pipeline,,folder,,0,,0,0,0,0,NA,,,,,,,,,,,,,,,,,,0,NA
257,Abu Dhabi,17158.0,Yes,Qasr Al Jurf,17158.1,Level 1,IMKAN,GHADEER AL TAYR,Ghantoot,18,Ghantoot,Detailed: MinorAmendment (9),Yes,2023,192147,2687,451,0,451,182241,1750,0,0,8156,0,0,,,,2024,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,1,,4,495,0,0,,,,,,,,,,,,,,,,,,,0,1
258,Abu Dhabi,17158.3,Yes,Qasr Al Jurf - Phase 2B,17158.1,Level 1,IMKAN,GHADEER AL TAYR,Ghantoot,18,Ghantoot,Detailed: MinorAmendment,Yes,2023,120235,850,88,0,88,69485,1000,,45280,4470,,,,,,2028,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,1,,29,3823,0,102,,,,,,,,,,,,,,,,,,,0,1
259,Abu Dhabi,17158.4,Yes,Qasr Al Jurf - Phase 3,17158.1,Level 1,IMKAN,GHADEER AL TAYR,Ghantoot,18,Ghantoot,Detailed,Yes,2023,164002,2267,367,0,0,160850,2400,0,0,752.11,0,0,,,,2026,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,2,,22,3001,0,0,,,,,,,,,,,,,,,,,,,0,1
260,Abu Dhabi,AL SMEEH_21,Yes,AL SMEEH_21,,Level 0,AD Ports,AL SMEEH,Ghantoot,18,Ghantoot,Pre-Concept,No,NA,,,,,,,,,,,,,,,,NA,,,,Not Approved / Lapsed,Future,Future,No,folder,,1,,62,35998,910,1479,,,,,,,,,,,,,,,,,,0,0,0
261,Abu Dhabi,GHANADHAH_2,Yes,GHANADHAH_2,,Level 0,AD Ports,GHANADHAH,Ghantoot,18,Ghantoot,Pre-Concept,No,NA,,,,,,,,,,,,,,,,NA,,,,Not Approved / Lapsed,Future,Future,No,folder,,0,,0,0,0,0,,,,,,,,,,,,,,,,,,0,0,0
262,Abu Dhabi,10005.0,Yes,Al Wathba Desert Resort,,Level 0,Private,MSHAYRIF,Abu Dhabi Outer,19,Abu Dhabi,Detailed (2),Yes,2015,21000,NA,NA,0,0,0,0,0,21000,0,0,0,,,,2024,,,,Completed,Completed,Completed,,folder,,0,,0,0,0,0,,1,,,,,,,,,,,,,,,,,1,1
263,Abu Dhabi,26239.0,Yes,Data Center Master Plan,,Level 0,Group 42,ZAYED MILITARY CITY,Abu Dhabi Outer,19,Abu Dhabi,Detailed,Yes,2020,136682,0,0,0,0,0,0,3922,0,886,6455,127419,,,,2028,,,,Approved but Not Delivered,Committed,Pipeline,,folder,,1,,0,0,0,0,,,,,,1,,,,,,,,,,,,,1,1
264,Abu Dhabi,Al Falah East,Yes,Al Falah East,,Level 0,AD Government,ZAYED MILITARY CITY,Abu Dhabi Outer,19,Abu Dhabi,Pre-Concept,No,NA,TBD,3500,500,TBD,500,TBD,TBD,TBD,TBD,TBD,TBD,TBD,,,,NA,Future project - Pre-concept planning estimated #s,Yes,500,Not Approved / Lapsed,Future,Future,EH,folder,,1,,31,0,0,6834,,,,,,,,,,,,,,,,,,1,1,1
265,Abu Dhabi,Zayed Military city,Yes,Zayed Military city,,Level 0,AD Government,ZAYED MILITARY CITY,Abu Dhabi Outer,19,Abu Dhabi,Pre-Concept,No,NA,TBD,9870,1410,TBD,1410,TBD,TBD,TBD,TBD,TBD,TBD,TBD,,,,NA,Future project - Pre-concept planning estimated #s,Yes,1410,Not Approved / Lapsed,Future,Future,EH,folder,,1,,18,0,0,0,,,,,,,,,,,,,,,,,,1,1,1
266,Abu Dhabi,33450.0,Yes,Tawazun Industrial Park Phase 2,,Level 0,Tawazun Industrial Park,ZAYED MILITARY CITY,Abu Dhabi Outer,19,Abu Dhabi,Concept,Yes,2023,4755479,12000,3580,0,0,200000,35587,416749,0,60891.74,4042251.58,0,,,,2031,,,,Approved but Not Delivered,Planned,Pipeline,,folder,,1,,0,5,154,0,,,,,,,,,,,,,,,,,,0.05,0.05,1
267,Abu Dhabi,18650.0,Yes,Al Khatim,,Level 0,AD Government,AL KHATM,Abu Dhabi Outer,19,Abu Dhabi,Concept,No,2019,TBD,973,139,TBD,139,TBD,TBD,TBD,TBD,TBD,TBD,TBD,,,,NA,Future project - Pre-concept planning estimated #s,Yes,139,Not Approved / Lapsed,Future,Future,EH,folder,,1,,0,0,0,0,,,,,,,,,,,,,,,,,,1,1,1
268,Abu Dhabi,Al Faya Industrial - New,Yes,Al Faya Industrial - New,,Level 0,AD Government,AL `ASHEESH,Abu Dhabi Outer,19,Abu Dhabi,Pre-Concept,No,NA,,,,,,,,,,,,,,,,NA,,,,Not Approved / Lapsed,Future,Future,No,folder,,1,,10,2186,144,0,,,,,,,,,,,,,,,,,,0,0,0
